,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,time
0,0,i,9.36,9.48,100.0,0.12,1,0.6470588235294117,0.0,0.0328167282501052,9.42
1,1,met,9.48,9.69,100.0,0.21,3,0.3529411764705881,0.0,0.1966872311893231,9.585
2,2,a,9.69,9.75,100.0,0.06,1,0.2941176470588235,0.0299999999999993,0.193758680176467,9.719999999999999
3,3,traveller,9.78,10.26,100.0,0.48,9,0.2549019607843136,0.0600000000000005,0.4266231972482807,10.02
4,4,from,10.32,10.5,100.0,0.18,4,0.2058823529411764,0.0,0.3185659119116891,10.41
5,5,an,10.5,10.59,100.0,0.09,2,0.2058823529411764,0.0,0.4666104069455676,10.545
6,6,antique,10.59,11.07,100.0,0.48,7,0.3445378151260504,0.0,0.2533855945741008,10.83
7,7,land,11.07,11.67,100.0,0.6,4,0.8235294117647057,0.6300000000000008,0.2946861789140063,11.370000000000001
8,8,who,12.3,12.42,100.0,0.12,3,0.1764705882352941,0.0,0.4625387855235933,12.36
9,9,said,12.42,12.9,100.0,0.48,4,0.6470588235294117,0.5099999999999998,0.1656451058752895,12.66
10,10,two,13.41,13.68,100.0,0.27,3,0.4705882352941177,0.0,0.4692289687738225,13.545
11,11,vast,13.68,14.22,100.0,0.54,4,0.7352941176470588,0.0,0.2591710731799703,13.95
12,12,and,14.22,14.37,100.0,0.15,3,0.2352941176470587,0.0300000000000011,0.216942351278011,14.295
13,13,trunk,14.4,14.76,64.5136,0.36,5,0.3647058823529411,0.0,0.0971887761079458,14.58
14,14,less,14.76,15.089999,83.5052,0.329999,4,0.4264691176470588,9.999999992515995e-07,0.1069586798268401,14.9249995
15,15,legs,15.09,15.48,100.0,0.39,4,0.5147058823529412,0.0,0.1813304040307482,15.285
16,16,of,15.48,15.6,100.0,0.12,2,0.2941176470588235,0.0,0.0,15.54
17,17,stone,15.6,16.23,100.0,0.63,5,0.6823529411764706,0.3299999999999983,0.2891810294234355,15.915
18,18,stand,16.56,17.07,100.0,0.51,5,0.5411764705882354,0.0,0.2701190031999871,16.814999999999998
19,19,in,17.07,17.16,100.0,0.09,2,0.2058823529411764,0.0,0.5431638131551816,17.115000000000002
